median_household_income,median_monthly_rent,state_id,puma
61251,1149,27,01407
93006,1501,27,01600
76306,1188,27,01800
57304,797,27,01900
59753,937,27,02300
39920,586,29,00100
61786,965,29,01100
41293,611,29,01200
48694,791,29,01600
86040,1294,29,01701
44351,925,29,01801
35608,838,29,01803
31522,800,29,01901
60349,944,29,02001
32795,541,29,02300
52380,938,33,00100
47376,1264,34,00101
75390,1632,34,00301
80527,1696,34,00502
55693,1430,34,00701
73044,1566,34,00702
56453,1325,34,00703
61696,1483,34,00906
75404,1582,34,01101
59151,1252,34,01202
32009,1037,34,01301
29450,1057,34,01302
115735,2261,34,01404
85752,1622,34,01600
44016,1145,34,01800
66479,1479,34,01901
70256,1377,34,02001
37624,962,34,02101
74235,1433,34,02201
97277,1911,34,02302
42144,707,36,00100
51932,730,36,00401
36457,780,36,00701
68759,1019,36,00702
63136,985,36,00703
77940,1193,36,00906
40888,702,36,01101
71843,1081,36,01202
46976,782,36,01600
77415,1190,36,01801
60810,1072,36,01900
40049,916,36,02001
39441,749,36,02201
58084,1140,36,02300
53442,801,36,02401
47271,687,36,02402
61098,1197,36,02702
68414,1367,36,02802
75876,1673,36,03107
97659,2048,36,03311
45308,1243,36,03801
60208,1514,36,04109
62294,1467,36,04110
58315,1509,36,04112
36668,633,37,00100
68848,926,42,01600
40536,868,42,01701
60970,903,42,01801
61967,922,42,01803
45730,675,42,01900
57288,769,42,02001
66131,1058,42,02302
51343,953,42,02401
60297,944,42,02402
38527,850,42,02702
67896,1115,42,02703
68566,1187,42,02802
37146,940,42,02803
42903,698,45,00101
53086,895,45,00104
50271,773,45,00105
38753,718,45,00301
51845,965,45,00502
62181,992,45,00603
45679,769,45,01101
61235,1175,45,01202
39989,652,45,01600
41292,625,47,00100
46620,634,47,01100
33909,499,47,01200
41785,637,47,01800
40901,667,47,01900
35410,754,47,02001
64476,1005,47,02300
64772,1021,47,02401
55818,964,47,02402
38587,559,47,02900
50102,616,48,00100
55027,871,48,00502
39549,650,48,01100
41418,693,48,01200
47727,789,48,01600
44994,687,48,01800
68872,1191,48,01901
64137,1180,48,02001
68095,1102,48,02101
47824,946,48,02302
48114,865,48,02900
45895,708,55,00100
45421,1068,55,00101
51785,700,55,01301
55687,816,55,01600
32006,736,48,03801
56003,1135,48,04603
102303,1737,48,04604
102783,1429,48,04702
60179,1348,48,05306
46388,875,49,49003
126458,2267,51,01301
87988,1708,51,01302
52234,924,37,01100
57835,1038,37,01202
60688,1038,37,01301
48982,1017,37,01302
39541,753,37,01600
46456,831,37,01701
39301,753,37,01801
56413,851,37,01803
43923,693,37,01900
42436,921,37,02201
36606,639,37,02300
57892,935,37,02900
57974,1144,37,03107
52632,742,39,00100
37545,701,39,00801
68054,1048,39,00802
29105,671,39,00906
59726,935,39,01100
78268,1126,39,01200
38452,612,39,01600
95214,1268,39,01801
35016,698,39,01803
69989,999,39,01900
44871,642,39,02300
45320,650,39,02900
54936,976,39,04109
40976,842,39,04110
32231,675,39,04603
64797,992,39,04604
36597,695,42,00101
38746,786,42,00701
56960,856,42,00702
52576,813,42,00801
46115,759,42,00802
46076,768,42,00803
50498,691,42,01100
56337,963,42,01200
38970,747,18,00101
73688,1150,18,00104
37538,722,18,00401
50218,705,18,01100
50224,831,18,01200
47746,678,18,01600
76024,1199,18,01801
89241,1275,18,01803
45257,716,18,01900
54506,940,18,02302
50576,792,18,02900
54281,692,19,00100
55913,977,19,01100
60031,731,19,01200
70599,1159,19,01600
47307,598,19,01800
50622,573,19,01900
48371,656,19,02300
34881,657,22,00100
47595,815,22,00101
43810,466,22,01100
38244,721,22,01200
76632,1017,22,01600
38943,676,22,01800
58471,806,22,01900
56999,950,22,02201
50634,900,22,02300
40850,880,22,02302
26479,840,22,02401
51931,1183,22,02402
40667,647,24,00100
100980,1656,24,00301
72156,1399,24,00502
65766,1228,24,00504
70924,1239,24,00505
51421,1018,24,00506
36733,945,24,00801
49238,1091,24,00802
46025,1057,24,00803
47577,1090,24,00804
42252,1017,24,00805
62001,1391,24,01101
73271,1382,24,01202
88700,1727,24,01600
50765,964,25,00100
59042,1161,25,00301
47727,1163,25,00502
82323,1542,25,00504
97452,1866,25,00505
89847,1920,25,00506
51662,1240,25,00701
100517,1897,25,00702
70930,1436,25,00703
