median_household_income,median_monthly_rent,state_id,puma
49411,1250,34,01800
88641,1631,34,01901
80114,1394,34,02001
38509,964,34,02101
76567,1427,34,02201
117252,1976,34,02302
49681,727,36,00100
64183,759,36,00401
37199,788,36,00701
75951,1075,36,00702
69886,1009,36,00703
80502,1194,36,00906
50257,720,36,01101
71201,1087,36,01202
47653,760,36,01600
82947,1355,36,01801
71648,1106,36,01900
45394,1000,36,02001
42609,802,36,02201
57276,1196,36,02300
55890,835,36,02401
51526,666,36,02402
65881,1275,36,02702
77809,1407,36,02802
82279,1723,36,03107
115530,2281,36,03311
53995,1377,36,03801
71061,1636,36,04109
76728,1574,36,04110
64231,1566,36,04112
45352,634,37,00100
60132,951,37,01100
64569,1112,37,01202
60336,1154,37,01301
54738,1010,37,01302
49993,826,37,01600
51666,946,37,01701
44114,812,37,01801
62276,892,37,01803
52259,682,37,01900
54396,1066,37,02201
42418,600,37,02300
60524,954,37,02900
57688,1191,37,03107
55540,738,39,00100
42784,724,39,00801
76863,1109,39,00802
29476,685,39,00906
66672,932,39,01100
86022,1191,39,01200
39813,639,39,01600
96427,1294,39,01801
41233,735,39,01803
75786,1097,39,01900
47354,683,39,02300
50837,686,39,02900
62871,988,39,04109
47927,854,39,04110
35818,692,39,04603
70331,1006,39,04604
35004,714,42,00101
47094,782,42,00701
59881,855,42,00702
57838,808,42,00801
53123,809,42,00802
51298,801,42,00803
52358,738,42,01100
57333,954,42,01200
66423,972,42,01600
44312,940,42,01701
68515,988,42,01801
66631,978,42,01803
49642,665,42,01900
60881,811,42,02001
76656,1138,42,02302
52525,973,42,02401
66867,970,42,02402
46030,894,42,02702
69389,1126,42,02703
74890,1286,42,02802
43641,1007,42,02803
47145,734,45,00101
60276,1013,45,00104
58811,820,45,00105
46081,783,45,00301
61711,1055,45,00502
60149,1030,45,00603
46829,774,45,01101
69579,1317,45,01202
41997,705,45,01600
41555,624,47,00100
48940,669,47,01100
42010,548,47,01200
53522,670,47,01800
47216,728,47,01900
41048,856,47,02001
76756,1146,47,02300
66952,1153,47,02401
56718,1070,47,02402
37790,572,47,02900
48608,630,48,00100
64900,1004,48,00502
47130,637,48,01100
47309,689,48,01200
51361,803,48,01600
43146,640,48,01800
68637,1345,48,01901
70646,1328,48,02001
77794,1218,48,02101
51052,1048,48,02302
52283,821,48,02900
32980,776,48,03801
55923,1207,48,04603
101788,1736,48,04604
95979,1479,48,04702
77741,1507,48,05306
48576,944,49,49003
147610,2341,51,01301
101305,1886,51,01302
49895,724,55,00100
53004,1186,55,00101
56120,722,55,01301
62890,840,55,01600
